Title,Content,Label,Class
"Decreto n° 30.194, de 2010",decreto maio publicado doe regulamenta disposições lei complementar julho institui fundo desenvolvimento comércio varejista fdcv dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual tendo vista disposições lei complementar julho considerando interesse estado ceará promover crescimento desenvolvimento atividades comerciais varejistas decreta art fundo desenvolvimento comércio varejista fdcv instituído lei complementar julho objetivo promover crescimento desenvolvimento atividades comerciais estado ceará art recursos necessários implementação sistema incentivos trata decreto constituem fundo desenvolvimento comércio varejista fdcv saber i dotações consignáveis orçamento geral estado ceará ii recursos decorrentes acordos ajustes contratos convênios celebrados órgãos entidades administração pública federal estadual municipal iii convênios contratos doações realizadas entidades nacionais internacionais públicas privadas iv doações auxílios subvenções legados qualquer natureza pessoas físicas jurídicas país exterior,decretos,2
"Decreto n° 30.195, de 2010",decreto maio publicado doe dispõe sobre regime substituição tributária operações trigo grão farinha trigo mistura farinha outros produtos derivados farinha trigo dá outras providências nota decreto estabeleceu art normas complementares decreto governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando disposições protocolo icms nova redação dada protocolo icms dezembro dezembro considerando necessidade adequar legislação tributária estadual procedimentos previstos aludidos protocolos considerando ainda necessidade adoção procedimentos visem preservação condições perfeita harmonia forma evitar concorrência predatória razão tratamento diferenciado decreta art fica atribuída importador adquirente destinatário qualidade substituto tributário responsabilidade retenção recolhimento icms devido saídas subseq entes entrada neste estado real simbólica trigo grão farinha trigo mistura farinha trigo outros produtos massas alimentícias cozidas recheadas biscoitos bolachas bolos waffers pães panetones similares derivados farinha trigo oriundos exterior unidades federação signatárias protocolo icms complementam disposições deste decreto regras disciplinadas protocolo icms dezembro dispõe sobre harmonização substituição tributária icms operações trigo grão farinha trigo mistura protocolo icms dezembro dispõe sobre substituição tributária icms operações interestaduais massas alimentícias biscoitos bolachas bolos pães outros derivados farinha trigo,decretos,2
"Decreto n° 30.205, de 2010",decreto maio publicado doe altera dispositivos decreto dezembro regulamenta lei complementar estadual setembro institui fundo incentivo energia solar estado ceará fies governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover alterações decreto dezembro regulamenta lei complementar estadual setembro institui fundo incentivo energia solar estado ceará fies decreta art decreto dezembro regulamenta legislação fundo incentivo energia solar estado ceará regulamenta lei complementar estadual setembro institui fundo incentivo energia solar estado ceará fies passa vigorar seguintes alterações i alteração art art poderão habilitar fundo incentivo energia solar estado ceará fies geradores energia fonte solar públicos privados isoladamente conjunto devendo tal possuir respectiva outorga poder concedente tais registro autorização concessão geração energia elétrica revogado revogado ii alteração art art habilitação participação fundo incentivo energia solar estado ceará fies início respostas chamadas públicas solares realizada agência desenvolvimento estado ceará adece geração energia solar iii alteração art art tarifa adicional ofertada consumidores tipo b ocasião celebração contratos consumo energia fonte solar fies adição valor referência nunca inferior valor mínimo estabelecido agência,decretos,2
"Decreto n° 30.230, de 2010",decreto junho publicado doe nota decreto doe revogou decreto altera dispositivo decreto fevereiro consolida regulamenta fundo desenvolvimento industrial ceará fdi governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual tendo vista disposto artigo lei dezembro considerando necessidade atualização permanente políticas atração investimentos economia cearense decreta art inciso v artigo decreto fevereiro consolida regulamenta legislação fundo desenvolvimento industrial ceará fdi passa vigorar seguinte redação art v fabricação açúcar art decreto entra vigor data publicação revogadas disposições contrário palácio iracema governo estado ceará fortaleza junho cid ferreira gomes governador estado ceará ivan rodrigues bezerra presidente conselho estadual desenvolvimento econômico joão marcos maia secretário fazenda respondendo,decretos,2
"Decreto n° 30.241, de 2010",decreto junho publicado doe dispõe sobre inscrição produtor rural pessoa física cadastro geral fazenda cgf secretaria fazenda estado ceará governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade ajustes cadastro geral fazenda cgf secretaria fazenda estado ceará considerando interesse estado controle eficiente operações circulação mercadorias tanto operações internas quanto interestaduais realizadas produtores rurais pessoas físicas considerando necessidade troca informações órgãos instituições governamentais voltados atividades desenvolvidas produtores rurais objetivando dar maior segurança informações relativas processos concessão inscrição cgf secretaria fazenda estado ceará decreta,decretos,2
"Decreto n° 30.256, de 2010",decreto julho publicado doe institui regime substituição tributária operações extração beneficiamento comercialização rochas ornamentais dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando disposições lei novembro dispõe sobre regime substituição tributária operações realizadas contribuintes nela indicados considerando citada lei autoriza chefe poder executivo incluir outras atividades econômicas produtos regime substituição tributária carga líquida imposto observados parâmetros previamente estabelecidos considerando necessidade estabelecer regime tributação operacional simplificado contribuintes exerçam atividade econômica extração beneficiamento comercialização rochas ornamentais tornando-os competitivos respectivo mercado considerando ainda necessidade neutralizar concorrência desleal contribuintes deste estado exerçam mesma atividade econômica decreta art contribuinte imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms exerça atividade extração laminação blocos rochas ornamentais fica responsável condição sujeito passivo substituição tributária retenção recolhimento imposto devido operações subseq entes consumidor final saídas produtos parágrafo único disposto neste artigo exclui tratamento previsto inciso i caput art decreto julho operações internas blocos rochas ornamentais destinadas estabelecimento laminador,decretos,2
"Decreto n° 30.260, de 2010",decreto julho publicado doe ratifica incorpora legislação tributária estadual convênios ajustes protocolos indica dá outras providências governador estado ceará uso atribuições confere artigo iv vi constituição estadual considerando realização reuniões extraordinárias conselho nacional política fazendária confaz realizadas brasília-df respectivamente dias janeiro março reunião ordinária conselho nacional política fazendária confaz realizada boa vista rr março introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual i ajustes sinief s ii convênio arrecadação iii convênios ecf iv convênios icms s v protocolos icms s art decreto entra vigor data publicação palácio governo estado ceará fortaleza julho,decretos,2
"Decreto n° 30.289, de 2010",decreto agosto publicado doe ratifica incorpora legislação tributária estadual convênios ajustes protocolos indica dá outras providências governador estado ceará uso atribuições confere artigo iv vi constituição estadual considerando realização reuniões extraordinárias conselho nacional política fazendária confaz realizadas brasília-df respectivamente dias maio junho reunião ordinária conselho nacional política fazendária confaz realizada porto velho ro julho introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual i ajustes sinief s ii convênios icms s iii protocolos icms s art decreto entrará vigor data publicação palácio governo estado ceará fortaleza agosto cid ferreira gomes governador estado ceará,decretos,2
"Decreto n° 30.296, de 2010",decreto agosto publicado doe dispõe sobre isenção icms comercialização sanduíches denominados big mac efetuada durante evento mcdia feliz governador estado ceará uso atribuições confere art iv vi constituição estadual considerando disposto convênio icms celebrado conselho política fazendária confaz reunião ordinária realizada porto velho ro dia julho tendo vista disposto lei complementar janeiro decreta art ficam isentas icms operações comercialização sanduíche big mac integrantes rede mcdonald's lojas próprias franqueadas estabelecidos estado ceará participarem evento mcdia feliz destinarem integralmente renda proveniente venda referido sanduíche ocorridas agosto após dedução outros tributos associação combate câncer infanto juvenil associação peter pan inscrita cnpj sob art benefício trata art fica condicionado comprovação junto secretaria fazenda estado participantes evento doação total receita líquida auferida venda sanduíches big mac isentos icms associação mencionada art decreto entra vigor data publicação palácio iracema governo estado ceará fortaleza agosto cid ferreira gomes governador estado ceará,decretos,2
"Decreto n° 30.345, de 2010",decreto outubro publicado doe fixa limite receita bruta anual obtida contribuintes icms deste estado durante exercício enquadramento simples nacional instituído lei complementar federal dezembro governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes necessários implantação neste estado simples nacional considerando disposições constantes art resolução maio publicada dou editada comitê gestor simples nacional quais solicitam manifestação estado ceará acerca limite receita bruta anual adotado fins enquadramento simples nacional considerando termos art resolução cgsn participação anual estado ceará produto interno bruto brasileiro encontra-se inserida faixa estabelecida inciso ii caput art referida resolução cgsn decreta art fica estabelecido ano-calendário opção estado ceará aplicação faixa receita bruta anual limite r milhão oitocentos mil reais efeito enquadramento contribuintes icms regime especial arrecadação tributos contribuições devidos microempresas empresas pequeno porte instituído lei complementar federal dezembro art decreto entra vigor data publicação palácio governo estado ceará fortaleza outubro,decretos,2
"Decreto n° 30.360, de 2010",decreto novembro publicado doe ratifica incorpora legislação tributária estadual convênios ajustes protocolos indica dá outras providências governador estado ceará uso atribuições confere artigo iv vi constituição estadual considerando realização reuniões extraordinárias conselho nacional política fazendária confaz realizadas brasília-df respectivamente dias julho outubro reunião ordinária conselho nacional política fazendária confaz realizada belo horizonte mg setembro introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual i ajustes sinief s ii convênios icms s iii protocolos icms s art decreto entrará vigor data publicação palácio governo estado ceará fortaleza novembro cid ferreira gomes,decretos,2
"Decreto n° 30.372, de 2010",decreto dezembro publicado doe republicado doe nota decreto expressamente revogado decreto doe passou disciplinar mesma matéria consolida legislação icms relativa operações prestações comércio exterior remessa produtos zona franca manaus áreas livre comércio dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando diversos convênios celebrados conselho nacional política fazendária confaz tratando operações prestações relativas comércio exterior bem operações remessa produtos zona franca manaus áreas livre comércio considerando assim necessidade proceder âmbito deste estado alterações legislação icms relacionada operações prestações atualização procedimentos disciplinamento regimes especiais previstos referidos convênios considerando fim obediência disposto art lei dezembro necessidade regulamentar incidência icms importações exportações mercadorias bens serviços decreta capítulo i operações prestações comércio exterior seção i operações exportação art operações prestações destinem mercadorias bens serviços exterior incidência icms disciplinadas termos desta seção subseção i,decretos,2
"Decreto n° 30.373, de 2010",decreto dezembro publicado doe concede parcelamento icms devido razão vendas prazo realizadas mês dezembro forma especifica governador estado ceará uso atribuições conferem inciso iv vi art constituição estadual considerando necessidade estabelecer procedimentos viabilizem vendas prazo período ocorre acréscimo expressivo dessa modalidade transação comercial decreta art estabelecimentos inscritos regime normal pagamento enquadrados classificações nacionais atividade econômico-fiscal cnae-fiscal relacionadas anexo único decreto realizar vendas prazo mês dezembro poderão efetuar recolhimento icms referente vendas três parcelas mensais sucessivas desde i valor total icms ser recolhido superior mínimo trinta cento imposto devido mês novembro ii vendas prazo realizadas financiamento próprio interveniência empresas financeiras iii adimplentes cumprimento obrigações tributárias iv possuam débito inscrito dívida ativa estado resultante infração qualquer natureza cometida legislação icms inclusive fase liquidação meio parcelamento processo execução qualquer fase v apresente célula execução circunscrição fiscal dia janeiro demonstrativo vendas realizadas mês dezembro discriminando valor vendas vista prazo bem demonstrar atendimento condições especificadas neste artigo obtenção parcelamento ora instituído,decretos,2
"Decreto n° 30.399, de 2010",decreto dezembro publicado doe altera dispositivos decreto março regulamenta lei novembro trata remissão anistia transação créditos tributários oriundos imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms imposto sobre propriedade veículos automotores ipva imposto sobre transmissão causa mortis doação quaisquer bens direitos itcd inscritos dívida ativa estado forma especifica governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade melhor regulamentação conseq ente operacionalização transação créditos tributários decreta,decretos,2
"Decreto n° 30.420, de 2011",decreto janeiro publicado doe ratifica incorpora legislação tributária estadual convênios ajustes protocolos indica dá outras providências governador estado ceará uso atribuições confere artigo iv vi constituição estadual considerando realização reuniões extraordinárias conselho nacional política fazendária confaz realizadas brasília-df respectivamente dias novembro novembro dezembro reunião ordinária conselho nacional política fazendária confaz realizada vitória es dia dezembro introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual i ajustes sinief s ii convênios icms s iii protocolos icms s art decreto entrará vigor data publicação palácio governo estado ceará fortaleza janeiro domingos gomes aguiar filho governador estado ceará exercício,decretos,2
"Decreto n° 30.421, de 2011",decreto janeiro publicado doe nota decreto doe revogou decreto altera dispositivo decreto fevereiro consolida regulamenta fundo desenvolvimento industrial ceará fdi governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual tendo vista disposto art lei dezembro considerando necessidade atualização permanente políticas atração investimentos economia cearense decreta art decreto fevereiro consolida regulamenta fundo desenvolvimento industrial ceará fdi passa vigorar seguintes alterações i alteração art art prejuízos outras exigências firmadas conselho estadual desenvolvimento industrial cedin somente concedidos incentivos ampliação modernização casos projetos previamente submetidos análise órgão gestor fdi obtiverem incremento mínimo cinq enta cento produção média empresa últimos sessenta meses devendo benefício ser calculado sobre icms próprio ser recolhido inerente excedente resultante ampliação modernização aplicando-se percentual incentivo resultante tomando-se base pontuação auferida empresa forma anexo i deste decreto nr ii alteração inciso ii caput art art i ii extração industrialização comercialização águas envasadas garrafões garrafas copos exceto caso implantação novos estabelecimentos nr,decretos,2
"Decreto n° 30.422, de 2011",decreto janeiro nota decreto revogado art inciso ix decreto outubro doe produzindo efeitos partir fevereiro publicado doe regulamenta lei novembro dispõe sobre redução base cálculo imposto sobre operações relativas circulação demercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms relativamente operações internas óleo combustível carvão mineral gás natural destinadas empresas termoelétricas produtoras energia elétrica governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade regulamentar lei novembro relativamente redução base cálculo icms operações internas óleo combustível carvão mineral gás natural destinadas empresas termoelétricas produtoras energia elétrica decreta art fica reduzida cinq enta oito vírgula oitenta dois cento forma resulte carga tributária equivalente sete cento base cálculo imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms seguintes operações internas óleo combustível carvão mineral gás natural i realizadas indústria destinadas estabelecimento distribuidor,decretos,2
"Decreto n° 30.423, de 2011",decreto janeiro publicado doe altera dispositivos decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes decreto julho decreta art decreto julho consolida regulamenta legislação alusiva imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passa vigorar acréscimo art b seguinte redação art b disposto art aplica estabelecimento produtor enquadrado disposições lei dezembro dispõe acerca fundo desenvolvimento industrial fdi parágrafo único imposto destacado recolhido forma deste artigo i apropriado crédito fiscal destinatário caso,decretos,2
"Decreto n° 30.424, de 2011",decreto janeiro publicado doe republicado doe concede parcelamento imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms contribuintes enquadrados atividade econômica comércio varejista fizerem opção campanha fortaleza liquida promovida câmara dirigentes lojistas fortaleza cdl governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando compromisso deste estado sentido incentivar setor produtivo possibilitando geração emprego renda beneficiando última escala economia cearense decreta,decretos,2
"Decreto n° 30.428, de 2011",decreto janeiro publicado doe altera dispositivos decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviço transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade adequação prazos recolhimento icms legislação tributária estadual decreta art dispositivos abaixo decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviço transporte interestadual intermunicipal comunicação icms passa vigorar seguinte redação art recolhimento icms ressalvados prazos previstos legislação específica alusiva imposto dar-se-á observância seguintes prazos i último dia útil mês subseq ente ocorrência fato gerador estabelecimento industrial produtor agropecuário exceto relação fatos geradores ocorridos mês novembro cujo vencimento ocorrerá penúltimo dia útil mês dezembro ii vigésimo dia mês subsequente,decretos,2
"Decreto n° 30.458, de 2011",decreto março publicado doe altera dispositivos decreto março regulamenta lei novembro trata remissão anistia transação créditos tributários oriundos impostosobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms imposto sobre propriedade veículos automotores ipva imposto sobre transmissão causa mortis doação quaisquer bens direitos itcd inscritos dívida ativa estado forma especifica governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade melhor regulamentação conseq ente operacionalização transação créditos tributários decreta,decretos,2
"Decreto n° 30.473, de 2011",decreto março publicado doe altera dispositivos decreto julho regulamenta lei dezembro instituidora imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover necessárias atualizações decreto julho fundamento art lei relativamente efetiva base cálculo operações praticadas revendedores inscritos cadastro geral fazenda cgf secretaria fazenda estado ceará decreta art art decreto julho regulamento icms ce passa vigorar seguinte redação,decretos,2
"Decreto n° 30.480, de 2011",decreto abril publicado doe altera dispositivos decreto maio regulamenta disposições lei complementar institui fundo desenvolvimento comércio varejista fdcv dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual tendo vista disposições lei complementar julho considerando interesse estado ceará promover crescimento desenvolvimento atividades comerciais varejistas decreta art decreto maio regulamenta disposições lei complementar institui fundo desenvolvimento comércio varejista fdcv passam vigorar seguintes alterações i inciso i art art i concessão diferimento icms equivalente setenta cinco cento acréscimo real recolhimento icms operações normais mês corrente estabelecimento beneficiário comparando-se somatório mensal mês exercício anterior grupo empresarial devidamente atualizado índice preço consumidor amplo ipca observado inclusive disposições art deste decreto,decretos,2
"Decreto n° 30.481, de 2011",decreto abril publicado doe nota decreto doe revogou decreto dá nova redação caput art decreto outubro dispõe sobre programa desenvolvimento cadeia produtiva geradora energia eólica proeólica dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estado ceará considerando necessidade tornar estado competitivo atrair investimentos industriais específicos geração energia eólica decreta art caput art decreto outubro dispõe sobre programa desenvolvimento cadeia produtiva geradora energia eólica proeólica passa vigorar seguinte redação art sociedades empresárias enquadradas proeólica beneficiárias prazo cento vinte meses consecutivos incentivos fdi provin diferimento equivalente setenta cinco cento valor icms recolhido mensalmente dentro prazo legal retorno principal encargos cento corrigido aplicação taxa juros longo prazo tjlp outro índice venha substituí-la decisão autoridade monetária conforme estabelecido resolução termo acordo cedin nr art decreto entra vigor data publicação art revogam-se disposições contrário palácio abolição governo estado ceará fortaleza abril,decretos,2
"Decreto n° 30.511, de 2011",decreto abril publicado doe dispõe sobre regime substituição tributária operações internas álcool quaisquer fins exceto uso combustível dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição deste estado considerando necessidade implementar procedimento tributário uniforme simplificado operações internas álcool quaisquer fins exceto uso combustível considerando necessidade neutralizar concorrência desleal contribuintes deste estado comercializam produto decreta art fica atribuída estabelecimento industrial fabricante importador domiciliado neste estado condição substituto tributário responsabilidade retenção recolhimento icms incidente sobre operações internas subseq entes consumidor final álcool quaisquer fins exceto uso combustível parágrafo único operações importação exterior imposto devido substituição tributária exigido importador ocasião desembaraço aduaneiro art regime trata art aplica operações i álcool fins combustíveis quais submetidas regras substituição tributária previstas convênio icms setembro ii álcool outros fins desde acondicionado embalagem própria venda consumidor final,decretos,2
"Decreto n° 30.512, de 2011",decreto abril publicado doe dispõe sobre regime carga líquida icms prestações serviços comunicação indica outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando novas determinações lei alterou dispositivos lei novembro relativamente critérios vista adoção carga líquida icms prestações serviços comunicação decreta art estabelecimentos prestadores serviço comunicação enquadrados cnaes-fiscais operadora televisão assinatura cabo operadora televisão assinatura microondas operadora televisão assinatura satélite poderão recolher icms correspondente forma condições estabelecidas art lei desde preponderantemente operadores televisão assinatura nota art decreto doe renumerou parágrafo único deste artigo acrescentou seguintes termos caracterizar-se-á preponderância trata caput deste artigo cinquenta cento faturamento semestral estabelecimento resultante prestação serviço televisão assinatura qualquer modalidades redação anterior parágrafo único caracterizar-se-á preponderância trata caput deste artigo cinq enta cento faturamento semestral estabelecimento resultante prestação serviço televisão assinatura qualquer modalidades regime especial tributação celebrado termos caput deste artigo continuidade registro livro registro utilização documentos fiscais termos ocorrências rudfto opção contribuinte permanência respectivo tratamento tributário somente podendo desenquadrar retornar decorridos mínimo doze meses contados data opção,decretos,2
"Decreto n° 30.513, de 2011",decreto abril publicado doe altera decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviço transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando alterações lei complementar federal dezembro decorrentes lei complementar dezembro decreta art ficam acrescentados dispositivos abaixo decreto regulamento icms acordo seguinte redação i art art contribuintes optantes simples nacional direito crédito correspondente icms incidente operações aquisição mercadorias oriundas microempresa empresa pequeno porte optante simples nacional desde destinadas comercialização industrialização observado limite icms efetivamente devido optantes simples nacional relação aquisições observado procedimento estabelecido art h,decretos,2
"Decreto n° 30.514, de 2011",decreto abril publicado doe altera dispositivos decreto julho consolida regulamenta legislação icms dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes decreto julho considerando necessidade estabelecer regime tributação operacional simplificado contribuintes exerçam atividades industrialização comercialização sorvetes picolés componentes acessórios tornando-os competitivos considerando necessidade neutralizar concorrência desleal contribuintes deste estado exerçam mesma atividade econômica considerando ainda novas determinações lei dezembro alterou dispositivos lei novembro estendendo critérios vista adoção carga líquida icms outras atividades econômicas decreta art decreto julho consolida regulamenta legislação alusiva imposto sobre operações relativas á circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passa vigorar seguintes alterações,decretos,2
"Decreto n° 30.515, de 2011",decreto abril publicado doe altera dispositivos decreto julho dispõe sobre regime substituição tributária operações extração beneficiamento comercialização rochas ornamentais dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes decreto julho estabelecer critérios adoção carga líquida função edição lei dezembro alterou dispositivos lei decreta art ficam acrescidos art decreto julho seguinte redação art imposto previsto caput deste artigo relação rochas ornamentais estado bruto laminadas similar produzida neste estado especificados ato secretário fazenda importadas exterior país poderá ser recolhido importador aplicação alíquota doze cento termos forma condições estabelecidas art lei observado i comercialização outra unidade federação relação icms sobre importação haverá qualquer complementação ainda destinada consumidor final exceto quanto recolhimento imposto substituição tributária forma alínea b inciso i alínea b inciso ii art deste decreto conforme caso ii caso mercadorias venham ser internadas território deste estado contribuinte deverá complementar carga tributária relativa diferença valor recolhido ocasião desembaraço mercadoria alíquota dezessete cento termos inciso ii art lei novembro observando-se cumulativamente disposto art lei junho b recolher parcela icms substituição tributária estabelecida alínea inciso i alínea inciso ii art conforme caso comprovações previstas i similaridade expedida secretaria fazenda mediante análise banco dados ii destinação outra unidade federação contribuinte último dia mês subseq ente remessa mercadoria mediante inclusão respectiva nota fiscal eletrônica registro passagens operações interestaduais tratamento tributário previsto neste artigo aplica-se inclusive hipóteses tratam parágrafo único art art ambos deste decreto nr,decretos,2
"Decreto n° 30.516, de 2011",decreto abril publicado doe altera dispositivos decreto outubro dispõe sobre regime substituição tributária operações tecidos produtos aviamento indica governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes decreto outubro estabelecer critérios adoção carga líquida função edição lei dezembro alterou dispositivos lei decreta art ficam acrescidos art decreto outubro dispõe acerca regime substituição tributária operações tecidos produtos aviamento seguinte redação art imposto previsto relação tecidos malhas plásticos similar produzido neste estado discriminados ato normativo editado secretário fazenda poderá ser recolhido importador aplicação alíquota doze cento termos forma condições estabelecidas art lei novembro desde pago simultaneamente imposto substituição tributária previsto alínea c inciso ii caput deste artigo recolhimento imposto forma dispensa contribuinte qualquer complementação icms independente destinação dada produto nr,decretos,2
"Decreto n° 30.517, de 2011",decreto abril publicado doe altera dispositivos decreto novembro regulamenta lei novembro dispõe sobre regime substituição tributária operações realizadas contribuintes atacadistas varejistas enquadrados atividades econômicas indica dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover necessários ajustes decreto novembro decorrentes publicação lei dezembro considerando novas determinações citada lei dezembro alterou dispositivos lei novembro estendendo critérios regime substituição tributária outras atividades econômicas prestações serviços comunicação decreta art decreto novembro regulamenta lei novembro trata regime substituição tributária carga líquida imposto operações praticadas contribuintes ramos atacadistas varejistas passa vigorar seguintes alterações i nova redação caput art,decretos,2
"Decreto n° 30.518, de 2011",decreto abril publicado doe altera dispositivos decreto junho regulamenta lei setembro relativamente inscrição junto dívida ativa estadual crédito tributário constante documento fiscal relacionado ipva decreto julho consolida regulamenta legislação imposto sobre operações relativas á circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms decreto outubro institui regime substituição tributária operações vinhos sidras outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover necessários ajustes decreto junho decreto julho decorrentes publicação lei dezembro,decretos,2
"Decreto n° 30.519, de 2011",decreto abril publicado doe dispõe sobre regime substituição tributária carga líquida icms operações peças componentes acessórios veículos forma disposta lei novembro dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade estabelecer regime tributação operacional simplificado contribuintes exerçam atividades comércio atacadista varejista ramo peças componentes acessórios veículos tornando-os competitivos considerando necessidade neutralizar concorrência desleal contribuintes deste estado exerçam mesma atividade econômica considerando ainda novas determinações lei dezembro alterou dispositivos lei novembro estendendo critérios vista adoção carga líquida icms outras atividades econômicas decreta art estabelecimentos enquadrados atividades econômicas indicadas anexo i comércio atacadista anexo ii comércio varejista deste decreto ficam responsáveis condição substituto tributário retenção recolhimento imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms devido operações subseq entes consumidor final entrada mercadoria neste estado estabelecimento contribuinte conforme caso efeito disposto caput deste artigo considerado apenas classificação nacional atividade econômico-fiscal cnaefiscal principal estabelecimento nota art inciso i decreto doe alterou art seguintes termos efeitos partir dia prejuízo recolhimento icms sobre operações próprias estabelecimento industrial localizado neste estado fabricante peças componentes acessórios veículos substituição regime estabelecido convênio protocolo nacional deverá utilizar operações internas carga líquida sete vírgula vinte cento redação original,decretos,2
"Decreto n° 30.535, de 2011",decreto maio publicado doe ratifica incorpora legislação tributária estadual convênios ajustes protocolos indica dá outras providências governador estado ceará uso atribuições confere artigo iv vi constituição estadual considerando realização reuniões extraordinárias conselho nacional políticas fazendárias confaz realizadas brasília df respectivamente dias janeiro janeiro dia fevereiro reunião ordinária confaz realizada rio janeiro rj dia abril introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual i ajustes sinief s ii convênio ecf iii convênios icms s iii protocolos icms s art decreto entrará vigor data publicação,decretos,2
"Decreto n° 30.542, de 2011",decreto maio publicado doe estabelece procedimentos operacionais aplicação protocolo icms dispõe sobre operações interestaduais destinem mercadoria bem consumidor final cuja aquisição ocorrer forma presencial estabelecimentoremetentee dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando sistemática atual comércio mundial permite aquisição mercadorias bens forma remota considerando aumento dessa modalidade comércio forma presencial especialmente compras meio internet telemarketing showroom deslocou operações comerciais consumidor final vertente diferente daquela ocorria predominante promulgação constituição federal considerando imposto incidente sobre operações trata protocolo imposto sobre consumo cuja repartição tributária deve observar natureza icms carta magna essência assegurou unidades federadas onde ocorre consumo mercadoria bem considerando substancial crescente mudança comércio convencional modalidade comércio persistindo todavia tributação apenas origem coaduna essência principal imposto estadual preservando repartição produto arrecadação dessa operação unidades federadas origem destino,decretos,2
"Decreto n° 30.591, de 2011",decreto junho publicado doe altera dispositivos decreto julho regulamenta lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade regulamentar disposições convênio icms dispõe sobre concessão redução base cálculo icms devido saídas biodiesel b validade prorrogada dezembro convênio icms considerando necessidade adequar decreto julho regulamento icms ce razão implantação linhas transmissão energia elétrica construção subestações pecém ii localizada município gonçalo amarante aquiraz ii município nome decreta art decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passa vigorar seguinte redação i acréscimo art f,decretos,2
